Date,AAPL,ABT,ADI,ADM,ADP,ADSK,AEP,AFL,ALL,AMAT,AMGN,AMZN,AON,ATI,AVY,AXP,BA,BAC,BAX,BKR,BMY,BXP,CAH,CAT,CL,CLX,CME,CMS,CNP,COP,COR,COST,CSCO,CVS,CVX,DE,DGX,DHR,DIS,DOC,DOV,DVN,ECL,EMR,EQT,ETR,FDX,FIS,FITB,FLR,FMC,GD,GE,GEN,GHC,GLW,GOOGL,HAL,HD,HON,HPQ,IBM,ICE,INTC,INTU,IP,ITW,JNJ,JPM,KMB,LIN,LLY,LOW,LUMN,MA,MAT,MCHP,MCK,MDT,MMM,MRK,MRSH,MSFT,NOV,NUE,ORCL,ORLY,PAYX,PCG,PFE,PG,PNC,PPG,PRU,RSG,RTX,SPG,SRE,STT,SWK,SYK,T,TFC,TGT,TJX,TMO,TROW,TRV,TXN,UNH,USB,V,VNO,WFC,WM,WMB,WMT,XEL,XOM
2010-01-04,6.4064812660217285,18.078805923461914,21.76983642578125,20.15640640258789,25.329404830932617,25.670000076293945,18.579387664794922,15.969812393188477,20.990522384643555,10.999731063842773,38.74855422973633,6.695000171661377,32.04096984863281,41.265785217285156,25.67115592956543,32.29255294799805,43.77754592895508,12.03823184967041,23.10271644592285,20.609882354736328,14.38215446472168,35.84408187866211,21.526559829711914,39.12438201904297,28.060321807861328,37.319480895996094,35.399444580078125,9.185700416564941,7.931351661682129,22.623262405395508,18.180042266845703,42.04336166381836,15.830379486083984,22.13466453552246,40.89091873168945,41.04936981201172,45.14802169799805,15.095540046691895,27.083702087402344,11.4142427444458,20.99534034729004,48.4378547668457,37.50356674194336,27.784194946289062,21.02857780456543,20.67049789428711,55.2284049987793,17.93438148498535,6.186176776885986,39.190128326416016,18.343202590942383,47.07035827636719,53.45814895629883,6.541316509246826,212.08082580566406,13.23249626159668,15.546578407287598,23.745588302612305,19.297073364257812,26.546709060668945,14.774965286254883,71.93887329101562,19.192106246948242,13.519427299499512,26.94074821472168,13.502519607543945,32.76088333129883,39.97480773925781,28.152374267578125,34.38968276977539,59.821861267089844,23.40860366821289,17.131256103515625,12.972064971923828,23.502695083618164,14.349028587341309,9.484895706176758,55.841068267822266,29.16183090209961,42.56047821044922,20.314678192138672,15.578598022460938,23.02751350402832,32.79950714111328,30.90264892578125,19.878211975097656,2.566667079925537,17.719436645507812,32.480079650878906,9.051422119140625,37.861083984375,33.77964401245117,22.0850887298584,27.407381057739258,20.257949829101562,30.67502212524414,36.45826721191406,16.673280715942383,30.108213424682617,34.53316116333008,42.459163665771484,6.585601329803467,14.433335304260254,30.650005340576172,7.250169277191162,44.89398193359375,31.039831161499023,34.036685943603516,16.9387264251709,24.269084930419922,13.83940601348877,19.56466293334961,27.964889526367188,17.83587074279785,22.606233596801758,7.852183818817139,12.909192085266113,11.99743938446045,37.37728500366211
2010-01-05,6.417557716369629,17.932741165161133,21.735471725463867,20.26529312133789,25.19339370727539,25.280000686645508,18.366687774658203,16.433095932006836,21.335641860961914,10.915114402770996,38.41288757324219,6.734499931335449,31.838308334350586,41.719635009765625,25.83832550048828,32.22152328491211,45.21133804321289,12.429529190063477,22.94417953491211,21.819284439086914,14.15770149230957,36.38896179199219,21.33465576171875,39.59213638305664,28.287227630615234,37.726497650146484,35.37049865722656,9.1566162109375,7.87126350402832,22.644773483276367,18.050331115722656,41.915992736816406,15.759851455688477,22.047422409057617,41.180572509765625,40.89560317993164,44.208984375,15.077462196350098,27.016136169433594,11.383868217468262,20.89621925354004,48.488468170166016,36.93169021606445,27.82905387878418,21.17412567138672,20.34087371826172,55.94978713989258,18.702348709106445,6.351221561431885,39.1645622253418,18.281869888305664,47.145179748535156,53.734928131103516,6.50576639175415,212.6948699951172,13.279855728149414,15.478116989135742,24.049537658691406,19.438419342041016,26.59932518005371,14.836929321289062,71.06981658935547,18.46945571899414,13.512953758239746,26.94074821472168,13.979433059692383,32.673187255859375,39.511287689208984,28.697677612304688,34.416419982910156,58.707000732421875,22.996898651123047,16.953733444213867,12.993295669555664,23.433151245117188,14.054725646972656,9.335371017456055,56.04377365112305,29.759662628173828,42.29391860961914,20.39701271057129,15.201062202453613,23.034942626953125,33.368831634521484,31.11602783203125,19.854211807250977,2.570667028427124,17.707942962646484,32.1151237487793,8.922320365905762,37.873477935791016,34.120521545410156,22.099668502807617,27.947383880615234,20.28620147705078,30.216779708862305,36.208805084228516,16.318342208862305,30.169164657592773,35.037628173828125,42.85803985595703,6.553341388702393,14.640242576599121,30.763639450073242,7.4452996253967285,45.04519271850586,31.38786506652832,33.23036575317383,16.84104347229004,24.230592727661133,14.190227508544922,19.340478897094727,27.753231048583984,18.325498580932617,22.506969451904297,7.950290679931641,12.780643463134766,11.85515308380127,37.52320861816406
2010-01-06,6.315478801727295,18.03232765197754,21.694225311279297,20.21405029296875,25.134254455566406,25.34000015258789,18.552804946899414,16.577455520629883,21.34255027770996,10.892044067382812,38.12422180175781,6.612500190734863,31.829856872558594,42.73207092285156,25.782611846923828,32.74237823486328,46.58280563354492,12.575305938720703,23.023454666137695,22.908748626708984,14.152084350585938,36.559913635253906,20.98392677307129,39.712425231933594,28.222883224487305,37.629302978515625,35.130653381347656,9.12752628326416,7.794793605804443,22.808277130126953,17.87966537475586,42.460899353027344,15.657268524169922,21.852783203125,41.18573760986328,40.785770416259766,43.52872085571289,15.105582237243652,26.87257194519043,11.315542221069336,21.14402961730957,48.34297180175781,36.823936462402344,28.079017639160156,21.258634567260742,20.444047927856445,55.48652648925781,18.59694480895996,6.387899398803711,40.186702728271484,18.45941925048828,47.10436248779297,53.45814895629883,6.527096748352051,212.987548828125,13.110724449157715,15.087934494018555,24.61943244934082,19.37111473083496,26.59932518005371,14.698897361755371,70.608154296875,17.899826049804688,13.467626571655273,26.56475830078125,13.820462226867676,32.5989990234375,39.8326530456543,28.85536766052246,33.993709564208984,59.227752685546875,23.166805267333984,16.998109817504883,12.483753204345703,23.399274826049805,13.99730396270752,9.257363319396973,53.76113510131836,30.25016212463379,42.89370346069336,20.671463012695312,15.664074897766113,22.893585205078125,33.84562301635742,32.05365753173828,19.566232681274414,2.559333086013794,17.851667404174805,32.48737716674805,8.893630027770996,37.69383239746094,34.120521545410156,22.445878982543945,28.275609970092773,20.44159698486328,30.05834197998047,35.80228042602539,16.09463882446289,29.668039321899414,35.91554260253906,43.51738357543945,6.488964557647705,14.949585914611816,31.35075569152832,7.475478172302246,45.47050476074219,30.897153854370117,32.75886917114258,16.71731185913086,24.469209671020508,14.34144115447998,19.080772399902344,27.641399383544922,18.35161781311035,22.50035858154297,8.20827579498291,12.752076148986816,11.877923011779785,37.8475227355957
2010-01-07,6.303800106048584,18.181713104248047,21.522377014160156,20.002687454223633,25.1224308013916,25.479999542236328,18.712324142456055,16.755380630493164,21.45298194885254,10.77666187286377,37.7751350402832,6.5,31.736967086791992,43.34304428100586,26.026416778564453,33.27342224121094,48.468563079833984,12.989625930786133,23.396007537841797,23.073667526245117,14.163308143615723,36.72016143798828,20.97730827331543,39.87278366088867,28.111112594604492,37.27086639404297,35.174072265625,9.011177062988281,7.87126350402832,22.717912673950195,17.592931747436523,42.25567626953125,15.727790832519531,22.65816879272461,41.03057098388672,41.07867431640625,43.95017623901367,15.230125427246094,26.881011962890625,11.47117805480957,21.609935760498047,48.05830764770508,37.22177505493164,28.079017639160156,20.972232818603516,20.19997215270996,54.884273529052734,18.491531372070312,6.773005962371826,41.71138000488281,18.23021125793457,47.24042510986328,56.22620391845703,6.512875556945801,217.8282012939453,13.239262580871582,14.736692428588867,24.680219650268555,19.59996223449707,27.112506866455078,14.704533576965332,70.3637466430664,18.387828826904297,13.338133811950684,26.477313995361328,13.293874740600586,32.80810546875,39.548370361328125,29.426959991455078,33.76897048950195,59.38179397583008,23.049177169799805,17.486312866210938,12.363446235656738,23.24637222290039,14.356210708618164,9.208602905273438,53.87569808959961,30.530447006225586,42.924461364746094,20.704389572143555,15.863521575927734,22.655494689941406,33.51826477050781,31.83380126953125,19.502243041992188,2.551332950592041,18.133380889892578,31.932655334472656,8.860159873962402,37.48940658569336,35.97016143798828,22.547929763793945,28.730907440185547,20.40627670288086,30.186800003051758,36.268863677978516,16.05885124206543,30.203020095825195,37.179988861083984,44.974491119384766,6.416109561920166,15.55139446258545,31.735857009887695,7.857702732086182,45.47050476074219,30.87433624267578,33.23036575317383,16.769399642944336,25.408254623413086,14.61967658996582,19.25834083557129,28.068735122680664,19.017528533935547,22.553287506103516,8.150141716003418,12.759220123291016,11.82669734954834,37.72861862182617
2010-01-08,6.345711708068848,18.274660110473633,21.6461181640625,19.752891540527344,25.086942672729492,26.260000228881836,18.935653686523438,16.587526321411133,21.542720794677734,11.192034721374512,38.11079025268555,6.676000118255615,31.998769760131836,44.35548400878906,26.521041870117188,33.24964141845703,48.001007080078125,12.874540328979492,23.451496124267578,23.538436889648438,13.927628517150879,36.24473190307617,20.911136627197266,40.32050323486328,27.606470108032227,37.276947021484375,36.11381149291992,9.046080589294434,7.77840518951416,22.915834426879883,17.78407859802246,41.95138168334961,15.811138153076172,22.819246292114258,41.10299301147461,42.19899368286133,43.95017623901367,15.443047523498535,26.923240661621094,11.547093391418457,22.22948455810547,48.15317153930664,37.5367317199707,28.239259719848633,20.793834686279297,20.006216049194336,56.24760437011719,18.10755157470703,6.779118537902832,42.38427734375,18.06879234313965,47.24042510986328,57.437232971191406,6.530651092529297,217.8282012939453,13.455748558044434,14.933151245117188,25.92638397216797,19.50572967529297,27.711206436157227,14.814391136169434,71.06981658935547,18.445646286010742,13.487054824829102,27.17684555053711,13.378324508666992,33.11837387084961,39.684329986572266,29.354679107666016,33.55495071411133,59.77054214477539,22.872730255126953,17.449331283569336,12.328060150146484,23.25461196899414,14.191112518310547,9.263860702514648,53.558414459228516,30.69059944152832,43.22690963745117,20.69341468811035,15.785162925720215,22.81174087524414,33.52538299560547,32.286434173583984,19.74222183227539,2.5286669731140137,18.14488410949707,31.961862564086914,8.93188190460205,37.43986892700195,36.06486129760742,22.50419807434082,28.355018615722656,20.434537887573242,30.24675941467285,35.40037536621094,16.049901962280273,30.81927490234375,37.61894607543945,45.112857818603516,6.369104385375977,15.377039909362793,31.609594345092773,7.755105018615723,46.2360725402832,30.754533767700195,33.18254470825195,17.153629302978516,25.16963768005371,14.643878936767578,19.311613082885742,27.757226943969727,18.84126091003418,22.659170150756836,8.215546607971191,12.69494342803955,11.83238410949707,37.57726287841797
2010-01-11,6.289731979370117,18.367610931396484,21.522377014160156,19.765703201293945,25.19930076599121,26.25,19.132410049438477,17.02396011352539,21.542720794677734,11.438183784484863,38.27864074707031,6.515500068664551,32.13389587402344,44.46894073486328,26.966888427734375,32.86918640136719,47.432167053222656,12.989625930786133,23.316749572753906,23.28856086730957,14.073524475097656,36.41566467285156,21.189067840576172,42.853065490722656,27.484546661376953,37.2647819519043,36.10657501220703,9.162430763244629,7.833031177520752,23.04921531677246,17.98206901550293,42.00090789794922,15.766255378723145,22.772266387939453,41.8322639465332,43.897789001464844,44.061092376708984,15.617805480957031,26.48409080505371,11.676154136657715,22.497127532958984,47.49528503417969,38.35723876953125,28.66866683959961,20.775053024291992,20.393712997436523,57.743309020996094,18.017200469970703,6.846358299255371,42.5716667175293,17.574871063232422,48.11802291870117,57.99083709716797,6.527096748352051,218.312744140625,13.861649513244629,14.910576820373535,25.668033599853516,18.953811645507812,28.05989646911621,14.769322395324707,70.32569885253906,18.449050903320312,13.564751625061035,27.29926109313965,13.219352722167969,33.69170379638672,39.69050979614258,29.25613784790039,33.51213836669922,60.335304260253906,23.186410903930664,17.3013858795166,12.455445289611816,22.87188148498535,14.28442668914795,9.250858306884766,54.16654968261719,30.570478439331055,43.052635192871094,20.77574920654297,15.728178024291992,22.521570205688477,33.198020935058594,32.09891128540039,19.750226974487305,2.5420000553131104,18.254125595092773,32.44358444213867,9.003608703613281,37.291202545166016,36.16586685180664,22.478683471679688,28.317970275878906,20.42746925354004,30.901968002319336,35.43270492553711,16.28255271911621,30.040494918823242,37.38964080810547,44.974491119384766,6.338552951812744,15.377039909362793,31.679044723510742,7.743036270141602,46.784244537353516,30.97134017944336,33.16887664794922,16.932214736938477,25.338979721069336,14.710410118103027,19.25612449645996,27.845081329345703,18.80208969116211,22.943742752075195,8.1646728515625,12.904428482055664,11.946211814880371,37.99888610839844
2010-01-12,6.2181854248046875,18.314498901367188,20.628759384155273,19.55434226989746,25.021888732910156,25.889999389648438,18.94097900390625,16.936670303344727,21.522008895874023,10.922808647155762,37.61400604248047,6.367499828338623,32.083221435546875,41.728363037109375,26.688236236572266,33.30511474609375,47.08932113647461,12.552295684814453,23.68534278869629,22.843774795532227,13.922019958496094,36.05242156982422,21.063339233398438,41.590118408203125,27.32535171508789,37.319480895996094,35.3746337890625,9.110072135925293,7.882196426391602,22.5587215423584,18.104955673217773,41.77444839477539,15.51620864868164,22.523942947387695,41.58916091918945,42.02325439453125,43.78012466430664,15.40086841583252,26.02804946899414,11.478768348693848,22.576438903808594,46.93227005004883,38.48155975341797,28.51485252380371,20.502735137939453,20.562299728393555,57.2999267578125,17.956966400146484,6.717993259429932,41.83913803100586,17.513530731201172,47.825504302978516,58.02544403076172,6.5662007331848145,215.55902099609375,13.645166397094727,14.646899223327637,25.295705795288086,18.832656860351562,27.744102478027344,14.639741897583008,70.88514709472656,17.978044509887695,13.344606399536133,27.29926109313965,13.254133224487305,32.841827392578125,39.9006462097168,28.572851181030273,33.7208137512207,59.68984603881836,23.107994079589844,17.257007598876953,12.423595428466797,22.85906410217285,13.889631271362305,9.0980863571167,54.92449951171875,30.243486404418945,43.08848571777344,20.61107635498047,15.571478843688965,22.372770309448242,32.99165725708008,31.303569793701172,19.646230697631836,2.5899999141693115,18.190881729125977,32.480079650878906,8.974918365478516,37.7186279296875,35.79341506958008,22.16890525817871,28.08501434326172,20.39921760559082,30.722105026245117,34.73514175415039,16.225872039794922,29.932151794433594,36.806541442871094,44.94192886352539,6.336201190948486,15.427654266357422,31.14873504638672,7.672626972198486,46.00922393798828,31.148225784301758,33.38069152832031,16.222368240356445,24.669322967529297,14.704360961914062,19.16512107849121,27.461668014526367,18.3320369720459,23.082721710205078,7.924854755401611,13.028215408325195,12.088504791259766,37.80968475341797
2010-01-13,6.305896759033203,18.488386154174805,20.621891021728516,19.637601852416992,25.205223083496094,26.25,19.174945831298828,17.121307373046875,21.715274810791016,10.976653099060059,37.94968032836914,6.45550012588501,32.14234924316406,41.719635009765625,27.6914005279541,33.408164978027344,47.65815353393555,12.75178050994873,23.927114486694336,23.263568878173828,14.023015975952148,36.64537048339844,21.182449340820312,41.6502571105957,27.454057693481445,37.62322998046875,35.484222412109375,9.179882049560547,7.9477410316467285,22.70069694519043,18.459949493408203,42.03628921508789,15.798319816589355,22.79911231994629,41.273677825927734,42.682273864746094,44.31986618041992,15.439032554626465,26.424976348876953,11.56607723236084,22.78460693359375,47.48896026611328,39.00371170043945,28.534072875976562,20.652984619140625,20.85418128967285,56.79692077636719,18.25813102722168,7.041969299316406,42.11172103881836,17.581327438354492,48.612091064453125,58.2330322265625,6.644415855407715,217.0126495361328,13.739879608154297,14.562809944152832,25.873197555541992,18.933609008789062,27.84278678894043,14.710163116455078,70.73307037353516,18.299415588378906,13.571227073669434,27.614057540893555,13.224322319030762,32.82157897949219,40.1540412902832,29.07218360900879,34.04187774658203,60.746055603027344,23.428203582763672,17.17563819885254,12.526215553283691,23.453298568725586,14.349028587341309,9.176100730895996,55.09193420410156,30.41698455810547,42.9500846862793,21.368560791015625,15.571478843688965,22.581096649169922,32.98453140258789,31.316492080688477,19.838211059570312,2.5986669063568115,18.202383041381836,32.67714309692383,9.185304641723633,38.10886764526367,36.071659088134766,22.402151107788086,28.482074737548828,20.681751251220703,31.073272705078125,35.08622360229492,16.067798614501953,30.209806442260742,37.15378189086914,45.153560638427734,6.260992527008057,15.69200611114502,31.14873504638672,7.698773384094238,46.02811813354492,31.456356048583984,33.49684524536133,16.29399871826172,25.04649543762207,14.946308135986328,19.342697143554688,28.140621185302734,18.658464431762695,23.02977180480957,7.9321208000183105,13.094864845275879,12.276313781738281,37.65835189819336
2010-01-14,6.269375801086426,18.50844383239746,20.60126495361328,19.688844680786133,25.134254455566406,26.600000381469727,19.2493896484375,17.346233367919922,21.83952522277832,11.038192749023438,37.70130157470703,6.367499828338623,31.88898468017578,40.74211502075195,27.719257354736328,33.82823944091797,47.9698371887207,12.905228614807129,24.458200454711914,23.75333023071289,14.056692123413086,36.49045181274414,21.586116790771484,41.416378021240234,27.2372989654541,37.59892272949219,35.33119583129883,9.191516876220703,7.985976219177246,22.79537010192871,18.576013565063477,41.5550537109375,15.99708366394043,22.785690307617188,41.14436340332031,42.72621154785156,45.02970886230469,15.503313064575195,26.19696044921875,11.53190803527832,23.01259422302246,46.79309844970703,38.44841766357422,28.803264617919922,20.845478057861328,20.83405303955078,57.107967376708984,18.333425521850586,7.194791793823242,42.759056091308594,17.319835662841797,48.63261413574219,57.783241271972656,6.6764116287231445,218.3943328857422,13.665465354919434,14.631272315979004,26.07076072692871,19.04803466796875,28.007274627685547,14.791855812072754,71.86278533935547,18.637786865234375,13.907916069030762,27.788936614990234,13.030582427978516,32.72041320800781,40.23439407348633,29.36125373840332,33.7208137512207,59.41847229003906,23.526243209838867,17.1534481048584,12.536828994750977,23.849754333496094,14.700759887695312,9.111089706420898,54.63364028930664,30.68390655517578,42.80654525756836,21.95039176940918,15.664074897766113,23.034942626953125,33.41864013671875,30.980239868164062,20.311128616333008,2.5859999656677246,18.024152755737305,32.47278594970703,9.266590118408203,38.14604568481445,36.57757568359375,22.883203506469727,28.63031768798828,20.63936996459961,31.180315017700195,35.24330139160156,15.987259864807129,29.654495239257812,37.04896545410156,45.601287841796875,6.155232906341553,16.04071807861328,31.628530502319336,7.6042256355285645,45.76350402832031,31.262327194213867,33.67452621459961,16.09211540222168,25.646860122680664,15.321328163146973,19.40928840637207,28.256452560424805,18.926128387451172,22.791542053222656,7.884887218475342,12.904428482055664,12.299084663391113,37.66375732421875
2010-01-15,6.1646013259887695,18.55525779724121,19.906997680664062,19.560747146606445,24.998228073120117,26.079999923706055,19.148365020751953,17.15823745727539,21.335641860961914,10.561281204223633,37.7617073059082,6.35699987411499,31.720073699951172,39.8954963684082,27.5033016204834,33.598384857177734,47.393218994140625,12.475566864013672,24.40272331237793,23.628385543823242,14.067913055419922,36.3729248046875,21.400819778442383,40.44757843017578,27.095046997070312,37.17366027832031,34.86494827270508,9.12752628326416,7.980515480041504,22.81257438659668,18.378032684326172,41.60460662841797,15.644439697265625,22.75884246826172,40.97886657714844,41.247074127197266,44.54909896850586,15.308463096618652,25.842256546020508,11.52052116394043,22.596263885498047,46.198463439941406,38.24119567871094,28.4058895111084,20.49805450439453,20.595012664794922,56.3270149230957,18.062368392944336,6.944166660308838,41.81359100341797,17.177785873413086,48.297454833984375,56.88362503051758,6.701293468475342,214.3836212158203,13.300150871276855,14.386943817138672,25.857999801635742,19.229768753051758,28.046749114990234,14.780590057373047,71.574951171875,18.199092864990234,13.467626571655273,27.509119033813477,12.956062316894531,32.295467376708984,39.9006462097168,28.697677612304688,33.292762756347656,59.38179397583008,23.40860366821289,17.175722122192383,12.40944766998291,24.04843521118164,14.557195663452148,8.903056144714355,54.57194900512695,30.437013626098633,42.739906311035156,21.664949417114258,15.578598022460938,22.960548400878906,32.9062614440918,30.669841766357422,20.230976104736328,2.547333002090454,17.633193969726562,32.85231399536133,9.319188117980957,37.675254821777344,35.843994140625,22.613525390625,28.30207633972168,20.046045303344727,30.82916831970215,34.596553802490234,15.63530158996582,28.896026611328125,36.51827621459961,45.60942459106445,6.061224460601807,15.613259315490723,31.6727237701416,7.501632213592529,45.13025665283203,30.58334732055664,33.33968734741211,15.95535945892334,25.977842330932617,14.891877174377441,19.120725631713867,27.99684715270996,18.3320369720459,22.00402069091797,7.7649760246276855,12.778264999389648,12.18525218963623,37.35566329956055
